symbol,exchange,date,adjusted close,option symbol,expiration,strike,call/put,style,ask,bid,mean price,iv,volume,open interest,stock price for iv,*,delta,vega,gamma,theta,rho
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00368000,02/24/2023,368,C,A,27.7,27.38,27.54,0.221432,0,9,391.45,,0.834557,0.309568,0.009,-0.127626,0.303245
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00368000,02/24/2023,368,P,A,2.45,2.4,2.425,0.218306,107,296,391.45,,-0.163458,0.318143,0.009164,-0.08384,-0.060246
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00369000,02/24/2023,369,C,A,26.84,26.53,26.685,0.219957,0,0,391.45,,0.826307,0.319405,0.009349,-0.12966,0.300838
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00369000,02/24/2023,369,P,A,2.59,2.54,2.565,0.216731,54,283,391.45,,-0.171864,0.319577,0.009532,-0.085744,-0.063271
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00370000,02/24/2023,370,C,A,25.99,25.68,25.835,0.21841,4,22,391.45,,0.817784,0.329221,0.009704,-0.131603,0.298318
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00370000,02/24/2023,370,P,A,2.74,2.69,2.715,0.215463,596,6238,391.45,,-0.180726,0.332908,0.009908,-0.087884,-0.066363
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00371000,02/24/2023,371,C,A,25.15,24.84,24.995,0.216936,1,0,391.45,,0.808833,0.33916,0.010065,-0.133554,0.295618
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00371000,02/24/2023,371,P,A,2.9,2.85,2.875,0.214185,285,417,391.45,,-0.190013,0.347935,0.010289,-0.089963,-0.069423
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00372000,02/24/2023,372,C,A,24.32,24.01,24.165,0.215518,0,2,391.45,,0.799463,0.349172,0.01043,-0.135492,0.292741
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00372000,02/24/2023,372,P,A,3.07,3.01,3.04,0.212657,348,785,391.45,,-0.19957,0.34963,0.010676,-0.09177,-0.07284
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00372500,02/24/2023,372.5,C,A,23.91,23.6,23.755,0.214861,0,2,391.45,,0.794589,0.354225,0.010614,-0.136476,0.291222
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00372500,02/24/2023,372.5,P,A,3.15,3.1,3.125,0.211962,247,87,391.45,,-0.20448,0.352705,0.010873,-0.092728,-0.074496
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00373000,02/24/2023,373,C,A,23.5,23.19,23.345,0.214142,0,0,391.45,,0.789683,0.359206,0.010799,-0.137398,0.289691
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00373000,02/24/2023,373,P,A,3.24,3.19,3.215,0.211403,306,313,391.45,,-0.209571,0.366528,0.01107,-0.093788,-0.076225
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00374000,02/24/2023,374,C,A,22.68,22.38,22.53,0.212659,0,13,391.45,,0.779633,0.369086,0.011173,-0.139156,0.286529
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00374000,02/24/2023,374,P,A,3.43,3.37,3.4,0.209958,540,370,391.45,,-0.219977,0.376978,0.011465,-0.095534,-0.079604
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00375000,02/24/2023,375,C,A,21.88,21.58,21.73,0.211331,0,30,391.45,,0.76905,0.37903,0.011546,-0.140947,0.283141
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00375000,02/24/2023,375,P,A,3.63,3.56,3.595,0.208537,1052,2278,391.45,,-0.230803,0.378792,0.011865,-0.097225,-0.083407
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00376000,02/24/2023,376,C,A,21.08,20.78,20.93,0.209751,0,1,391.45,,0.758321,0.388644,0.011928,-0.142468,0.279694
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00376000,02/24/2023,376,P,A,3.83,3.77,3.8,0.207363,127,312,391.45,,-0.242057,0.396164,0.012268,-0.099103,-0.087074
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00377000,02/24/2023,377,C,A,20.3,20,20.15,0.20843,0,47,391.45,,0.746955,0.398326,0.012303,-0.144075,0.275975
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00377000,02/24/2023,377,P,A,4.04,3.98,4.01,0.205769,126,321,391.45,,-0.25357,0.404293,0.012675,-0.10047,-0.090752
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00377500,02/24/2023,377.5,C,A,19.91,19.61,19.76,0.207671,0,4,391.45,,0.741214,0.403023,0.012494,-0.144769,0.274092
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00377500,02/24/2023,377.5,P,A,4.15,4.09,4.12,0.205015,359,120,391.45,,-0.259515,0.405253,0.012878,-0.101151,-0.09281
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00378000,02/24/2023,378,C,A,19.52,19.23,19.375,0.206972,1,25,391.45,,0.735321,0.407714,0.012682,-0.145477,0.272144
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00378000,02/24/2023,378,P,A,4.26,4.2,4.23,0.204257,373,412,391.45,,-0.265511,0.406457,0.013085,-0.101832,-0.094729
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00379000,02/24/2023,379,C,A,18.76,18.47,18.615,0.205615,6,100,391.45,,0.723199,0.416948,0.013055,-0.146832,0.268104
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00379000,02/24/2023,379,P,A,4.5,4.43,4.465,0.203014,120,469,391.45,,-0.277985,0.427692,0.013492,-0.103358,-0.098525
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00380000,02/24/2023,380,C,A,18,17.72,17.86,0.20411,47,143,391.45,,0.710804,0.425823,0.013431,-0.147955,0.263951
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00380000,02/24/2023,380,P,A,4.74,4.68,4.71,0.201375,1338,3988,391.45,,-0.290818,0.429524,0.013895,-0.104295,-0.102777
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00381000,02/24/2023,381,C,A,17.26,16.99,17.125,0.2028,0,48,391.45,,0.69785,0.4345,0.013793,-0.149075,0.259556
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00381000,02/24/2023,381,P,A,5,4.94,4.97,0.200072,234,412,391.45,,-0.304174,0.432182,0.014295,-0.105476,-0.107025
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00382000,02/24/2023,382,C,A,16.53,16.28,16.405,0.201553,2,26,391.45,,0.684462,0.442838,0.014145,-0.150086,0.254973
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00382000,02/24/2023,382,P,A,5.28,5.2,5.24,0.198689,1295,157,391.45,,-0.31791,0.449873,0.014692,-0.106444,-0.110951
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00382500,02/24/2023,382.5,C,A,16.17,15.93,16.05,0.200934,12,16,391.45,,0.677622,0.446854,0.014317,-0.150536,0.252619
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00382500,02/24/2023,382.5,P,A,5.42,5.34,5.38,0.197895,448,70,391.45,,-0.324931,0.450787,0.014887,-0.106735,-0.113259
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00383000,02/24/2023,383,C,A,15.81,15.56,15.685,0.200022,0,45,391.45,,0.670889,0.450649,0.014504,-0.150747,0.250317
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00383000,02/24/2023,383,P,A,5.55,5.49,5.52,0.197099,141,401,391.45,,-0.332021,0.451828,0.015085,-0.107027,-0.115479
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00384000,02/24/2023,384,C,A,15.1,14.85,14.975,0.198432,102,188,391.45,,0.65695,0.458009,0.014859,-0.151199,0.245506
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00384000,02/24/2023,384,P,A,5.84,5.78,5.81,0.195698,124,242,391.45,,-0.346562,0.462113,0.015479,-0.107743,-0.119674
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00385000,02/24/2023,385,C,A,14.41,14.2,14.305,0.197421,54,290,391.45,,0.642274,0.465047,0.015165,-0.151858,0.240361
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00385000,02/24/2023,385,P,A,6.16,6.09,6.125,0.194216,1413,1327,391.45,,-0.361638,0.468574,0.015842,-0.108012,-0.124085
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00386000,02/24/2023,386,C,A,13.72,13.47,13.595,0.195258,45,70,391.45,,0.627858,0.47126,0.015538,-0.151563,0.235361
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00386000,02/24/2023,386,P,A,6.47,6.41,6.44,0.192619,282,463,391.45,,-0.377005,0.470673,0.016219,-0.108145,-0.128569
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00387000,02/24/2023,387,C,A,13.05,12.82,12.935,0.193864,20,93,391.45,,0.612632,0.477077,0.015843,-0.15158,0.229988
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00387000,02/24/2023,387,P,A,6.82,6.75,6.785,0.191377,209,462,391.45,,-0.392956,0.481202,0.016558,-0.108346,-0.132654
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00387500,02/24/2023,387.5,C,A,12.73,12.47,12.6,0.192949,20,85,391.45,,0.604974,0.479718,0.016006,-0.151368,0.227289
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00387500,02/24/2023,387.5,P,A,7,6.92,6.96,0.190567,419,296,391.45,,-0.401034,0.482114,0.016725,-0.108156,-0.135086
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00388000,02/24/2023,388,C,A,12.32,12.24,12.28,0.19227,172,259,391.45,,0.597124,0.482227,0.016146,-0.151259,0.224498
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00388000,02/24/2023,388,P,A,7.17,7.1,7.135,0.189754,387,789,391.45,,-0.409199,0.48307,0.016897,-0.107966,-0.137349
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00389000,02/24/2023,389,C,A,11.69,11.61,11.65,0.190885,275,224,391.45,,0.581182,0.486713,0.016415,-0.150857,0.218811
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00389000,02/24/2023,389,P,A,7.53,7.47,7.5,0.188393,322,405,391.45,,-0.425903,0.486945,0.017223,-0.107755,-0.141429
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00390000,02/24/2023,390,C,A,11.06,10.98,11.02,0.189184,279,291,391.45,,0.564981,0.490441,0.016689,-0.150024,0.21302
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00390000,02/24/2023,390,P,A,7.93,7.85,7.89,0.186862,2754,2768,391.45,,-0.44297,0.491121,0.017509,-0.10694,-0.146007
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00391000,02/24/2023,391,C,A,10.45,10.38,10.415,0.187672,360,279,391.45,,0.548393,0.493396,0.016925,-0.149084,0.207052
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00391000,02/24/2023,391,P,A,8.32,8.24,8.28,0.185247,279,454,391.45,,-0.460425,0.492776,0.017808,-0.106036,-0.150227
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00392000,02/24/2023,392,C,A,9.86,9.78,9.82,0.186035,257,364,391.45,,0.5315,0.495516,0.017147,-0.147822,0.200951
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00392000,02/24/2023,392,P,A,8.73,8.66,8.695,0.183672,206,734,391.45,,-0.478252,0.494303,0.018068,-0.104828,-0.1542
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00392500,02/24/2023,392.5,C,A,9.57,9.5,9.535,0.185345,109,52,391.45,,0.522935,0.496248,0.017237,-0.147184,0.197842
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00392500,02/24/2023,392.5,P,A,8.94,8.87,8.905,0.182779,79,186,391.45,,-0.487302,0.495072,0.018196,-0.104044,-0.15643
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00393000,02/24/2023,393,C,A,9.29,9.21,9.25,0.184569,554,492,391.45,,0.514303,0.496754,0.017327,-0.146428,0.194705
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00393000,02/24/2023,393,P,A,9.16,9.09,9.125,0.182077,349,518,391.45,,-0.496452,0.495692,0.018307,-0.103387,-0.158404
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00394000,02/24/2023,394,C,A,8.73,8.65,8.69,0.182963,721,567,391.45,,0.496829,0.497065,0.01749,-0.144692,0.188339
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00394000,02/24/2023,394,P,A,9.63,9.54,9.585,0.180801,263,434,391.45,,-0.51496,0.492497,0.018493,-0.101977,-0.161896
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00395000,02/24/2023,395,C,A,8.19,8.11,8.15,0.18141,243,618,391.45,,0.47911,0.496406,0.017616,-0.142739,0.181855
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00395000,02/24/2023,395,P,A,10.09,10.01,10.05,0.179095,1095,1362,391.45,,-0.533792,0.493608,0.018676,-0.099902,-0.165836
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00396000,02/24/2023,396,C,A,7.67,7.6,7.635,0.180007,248,608,391.45,,0.461225,0.494745,0.017694,-0.140634,0.17528
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00396000,02/24/2023,396,P,A,10.58,10.5,10.54,0.177734,372,640,391.45,,-0.552936,0.489877,0.018816,-0.09798,-0.168821
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00397000,02/24/2023,397,C,A,7.16,7.09,7.125,0.178341,177,681,391.45,,0.443068,0.492031,0.017761,-0.138093,0.168592
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00397000,02/24/2023,397,P,A,11.09,11.01,11.05,0.176109,317,625,391.45,,-0.572235,0.4864,0.018917,-0.095416,-0.172352
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00397500,02/24/2023,397.5,C,A,6.92,6.85,6.885,0.177674,179,456,391.45,,0.434005,0.490286,0.017765,-0.136844,0.165239
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00397500,02/24/2023,397.5,P,A,11.36,11.27,11.315,0.175475,210,695,391.45,,-0.581973,0.486305,0.018948,-0.094253,-0.173836
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00398000,02/24/2023,398,C,A,6.68,6.61,6.645,0.176914,491,335,391.45,,0.424868,0.488265,0.017768,-0.135466,0.161857
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00398000,02/24/2023,398,P,A,11.62,11.54,11.58,0.174805,373,967,391.45,,-0.591845,0.485538,0.018983,-0.093051,-0.174712
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00399000,02/24/2023,399,C,A,6.22,6.15,6.185,0.175521,738,258,391.45,,0.406601,0.483426,0.017731,-0.132615,0.155075
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00399000,02/24/2023,399,P,A,12.17,12.09,12.13,0.173178,526,1423,391.45,,-0.611525,0.47381,0.019009,-0.089988,-0.177484
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00400000,02/24/2023,400,C,A,5.77,5.7,5.735,0.173949,906,1280,391.45,,0.388159,0.477452,0.01767,-0.129391,0.148213
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00400000,02/24/2023,400,P,A,12.74,12.66,12.7,0.171842,640,1042,391.45,,-0.631459,0.472327,0.018997,-0.087086,-0.17905
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00401000,02/24/2023,401,C,A,5.35,5.28,5.315,0.172613,1027,574,391.45,,0.369881,0.47044,0.017546,-0.126104,0.141386
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00401000,02/24/2023,401,P,A,13.34,13.25,13.295,0.170308,239,322,391.45,,-0.651293,0.456308,0.018935,-0.083628,-0.180873
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00402000,02/24/2023,402,C,A,4.94,4.87,4.905,0.171089,246,432,391.45,,0.351481,0.462266,0.017394,-0.12245,0.1345
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00402000,02/24/2023,402,P,A,14.03,13.8,13.915,0.16916,79,81,391.45,,-0.671161,0.45406,0.01882,-0.080393,-0.181462
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00403000,02/24/2023,403,C,A,4.56,4.49,4.525,0.169807,119,704,391.45,,0.333395,0.453123,0.017179,-0.118766,0.127708
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00403000,02/24/2023,403,P,A,14.67,14.44,14.555,0.16775,16,166,391.45,,-0.690935,0.433696,0.018669,-0.076634,-0.181957
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00404000,02/24/2023,404,C,A,4.19,4.12,4.155,0.168332,79,377,391.45,,0.315245,0.442821,0.016936,-0.114729,0.120881
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00404000,02/24/2023,404,P,A,15.33,15.1,15.215,0.166566,26,68,391.45,,-0.710771,0.430048,0.018473,-0.072947,-0.181175
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00405000,02/24/2023,405,C,A,3.84,3.78,3.81,0.166996,589,1163,391.45,,0.297433,0.431586,0.016638,-0.110617,0.114163
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00405000,02/24/2023,405,P,A,16.01,15.78,15.895,0.165085,199,615,391.45,,-0.730443,0.406656,0.018248,-0.068764,-0.18032
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00406000,02/24/2023,406,C,A,3.52,3.46,3.49,0.165815,375,286,391.45,,0.280058,0.419527,0.016288,-0.106466,0.107593
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00406000,02/24/2023,406,P,A,16.74,16.48,16.61,0.164257,11,131,391.45,,-0.749499,0.401707,0.01794,-0.065006,-0.178113
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00407000,02/24/2023,407,C,A,3.21,3.16,3.185,0.164561,405,120,391.45,,0.262893,0.406515,0.015903,-0.102109,0.10109
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00407000,02/24/2023,407,P,A,17.46,17.2,17.33,0.162774,11,97,391.45,,-0.768907,0.375044,0.017645,-0.060558,-0.17526
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00408000,02/24/2023,408,C,A,2.93,2.86,2.895,0.163233,612,1444,391.45,,0.245963,0.392578,0.015483,-0.097562,0.094666
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00408000,02/24/2023,408,P,A,18.21,17.95,18.08,0.161765,5,31,391.45,,-0.787718,0.36571,0.017275,-0.05635,-0.171189
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00410000,02/24/2023,410,C,A,2.42,2.37,2.395,0.161314,1765,1554,391.45,,0.214404,0.363537,0.014508,-0.088822,0.082651
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00410000,02/24/2023,410,P,A,19.77,19.51,19.64,0.15955,5,89,391.45,,-0.824338,0.327492,0.016459,-0.047529,-0.160331
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00412000,02/24/2023,412,C,A,1.98,1.93,1.955,0.159279,198,513,391.45,,0.18461,0.332211,0.013427,-0.079763,0.071274
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00412000,02/24/2023,412,P,A,21.42,21.15,21.285,0.157548,3,10,391.45,,-0.858939,0.282225,0.015526,-0.038678,-0.145033
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00414000,02/24/2023,414,C,A,1.61,1.56,1.585,0.157551,174,496,391.45,,0.157481,0.300079,0.012262,-0.070943,0.060884
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00414000,02/24/2023,414,P,A,23.14,22.87,23.005,0.155704,12,1,391.45,,-0.891721,0.237495,0.014523,-0.029965,-0.124348
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00415000,02/24/2023,415,C,A,1.44,1.4,1.42,0.156662,232,1753,391.45,,0.144751,0.283712,0.011659,-0.066552,0.055999
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00415000,02/24/2023,415,P,A,24.02,23.76,23.89,0.154767,18,13,391.45,,-0.907596,0.211673,0.014065,-0.025934,-0.110962
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00416000,02/24/2023,416,C,A,1.29,1.26,1.275,0.15603,74,553,391.45,,0.133037,0.267868,0.011052,-0.062447,0.051498
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00416000,02/24/2023,416,P,A,24.93,24.67,24.8,0.154133,0,1,391.45,,-0.921895,0.187944,0.013484,-0.02169,-0.098504
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00418000,02/24/2023,418,C,A,1.03,1,1.015,0.154576,252,411,391.45,,0.111134,0.236064,0.009832,-0.054301,0.04307
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00418000,02/24/2023,418,P,A,26.78,26.56,26.67,0.153704,0,3,391.45,,-0.947375,0.14394,0.012366,-0.014365,-0.070545
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00420000,02/24/2023,420,C,A,0.82,0.8,0.81,0.153698,603,1801,391.45,,0.092535,0.206589,0.008653,-0.047069,0.035898
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00420000,02/24/2023,420,P,A,28.69,28.51,28.6,0.154918,0,18,391.45,,-0.966466,0.105784,0.011439,-0.009548,-0.042974
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00422000,02/24/2023,422,C,A,0.65,0.63,0.64,0.152823,272,655,391.45,,0.076244,0.178638,0.007525,-0.040323,0.029606
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00422000,02/24/2023,422,P,A,30.68,30.5,30.59,0.161341,4,5,391.45,,-0.971125,0.093852,0.010095,-0.007435,-0.038919
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00424000,02/24/2023,424,C,A,0.52,0.5,0.51,0.15257,131,337,391.45,,0.062937,0.154103,0.006502,-0.034607,0.024457
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00424000,02/24/2023,424,P,A,32.68,32.51,32.595,0.169859,0,1,391.45,,-0.970564,0.09369,0.009441,-0.008413,-0.041012
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00425000,02/24/2023,425,C,A,0.46,0.45,0.455,0.152515,179,1087,391.45,,0.057092,0.142778,0.006027,-0.031999,0.022194
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00425000,02/24/2023,425,P,A,33.67,33.49,33.58,0.171144,0,1,391.45,,-0.977347,0.081563,0.00848,-0.007214,-0.030012
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00426000,02/24/2023,426,C,A,0.41,0.4,0.405,0.152441,149,539,391.45,,0.05167,0.13194,0.005572,-0.029509,0.020093
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00426000,02/24/2023,426,P,A,34.67,34.49,34.58,0.174862,0,3,391.45,,-0.977802,0.079903,0.00815,-0.007294,-0.030012
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00428000,02/24/2023,428,C,A,0.33,0.32,0.325,0.15281,16,467,391.45,,0.042617,0.113057,0.004763,-0.025268,0.016582
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00428000,02/24/2023,428,P,A,36.67,36.5,36.585,0.183231,0,0,391.45,,-0.976593,0.081223,0.00773,-0.007744,-0.035009
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00430000,02/24/2023,430,C,A,0.27,0.26,0.265,0.153735,479,1387,391.45,,0.035484,0.09739,0.004078,-0.021834,0.013812
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00430000,02/24/2023,430,P,A,38.66,38.48,38.57,0.187546,1,3,391.45,,-0.983462,0.064422,0.006667,-0.006898,-0.02001
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00432000,02/24/2023,432,C,A,0.22,0.21,0.215,0.154584,26,55,391.45,,0.029394,0.083375,0.003472,-0.018743,0.011446
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00432000,02/24/2023,432,P,A,40.66,40.48,40.57,0.194805,0,0,391.45,,-0.984034,0.062174,0.006219,-0.007037,-0.02001
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00434000,02/24/2023,434,C,A,0.18,0.17,0.175,0.155566,11,69,391.45,,0.024374,0.071306,0.002951,-0.016091,0.009495
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00434000,02/24/2023,434,P,A,42.66,42.49,42.575,0.203065,0,0,391.45,,-0.982677,0.064897,0.005981,-0.00757,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00435000,02/24/2023,435,C,A,0.16,0.15,0.155,0.155631,389,584,391.45,,0.021879,0.065108,0.002693,-0.014681,0.008525
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00435000,02/24/2023,435,P,A,43.66,43.49,43.575,0.206596,0,0,391.45,,-0.982952,0.063979,0.005795,-0.007634,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00436000,02/24/2023,436,C,A,0.15,0.14,0.145,0.157001,14,61,391.45,,0.020463,0.061523,0.002523,-0.013977,0.007973
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00436000,02/24/2023,436,P,A,44.66,44.49,44.575,0.21008,0,0,391.45,,-0.983214,0.062794,0.005621,-0.007696,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00438000,02/24/2023,438,C,A,0.12,0.11,0.115,0.157445,0,16,391.45,,0.016599,0.05148,0.002105,-0.011703,0.00647
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00438000,02/24/2023,438,P,A,46.66,46.49,46.575,0.217014,0,0,391.45,,-0.983711,0.060481,0.005298,-0.00782,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00440000,02/24/2023,440,C,A,0.11,0.09,0.1,0.159947,35,754,391.45,,0.014443,0.045686,0.001839,-0.010527,0.00563
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00440000,02/24/2023,440,P,A,48.66,48.49,48.575,0.223902,0,0,391.45,,-0.984174,0.058233,0.005005,-0.007942,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00445000,02/24/2023,445,C,A,0.08,0.06,0.07,0.165752,38,273,391.45,,0.010148,0.033646,0.001307,-0.007995,0.003956
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00445000,02/24/2023,445,P,A,53.66,53.49,53.575,0.240932,0,0,391.45,,-0.985204,0.053695,0.004382,-0.008231,-0.025011
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00450000,02/24/2023,450,C,A,0.06,0.04,0.05,0.17159,83,653,391.45,,0.007252,0.025055,0.00094,-0.006137,0.002827
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00450000,02/24/2023,450,P,A,58.65,58.49,58.57,0.256458,0,0,391.45,,-0.987578,0.049098,0.003776,-0.008045,-0.02001
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00455000,02/24/2023,455,C,A,0.05,0.03,0.04,0.17928,6,31,391.45,,0.005689,0.020213,0.000726,-0.005154,0.002217
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00455000,02/24/2023,455,P,A,63.65,63.49,63.57,0.27256,0,1,391.45,,-0.988237,0.045394,0.003386,-0.008281,-0.02001
SPY,NYSEArca,01/18/2023,391.49,SPY   230224C00460000,02/24/2023,460,C,A,0.04,0.02,0.03,0.186134,11,17,391.45,*,0.004397,0.016069,0.000556,-0.00424,0.001713
SPY,NYSEArca,01/18/2023,391.49,SPY   230224P00460000,02/24/2023,460,P,A,68.65,68.49,68.57,0.286801,0,0,391.45,*,-0.990311,0.038197,0.00296,-0.007812,-0.014423
